,player_id,pitch1,pitch2,uses,tot_bb,exit_velo,exit_velo_minus,whiff_rate,whiff_rate_add
5766,623167,4-Seam Fastball,4-Seam Fastball,68,11,86.15454545454544,3.889454545454541,0.04411764705882353,0.006617647058823534
5767,623167,4-Seam Fastball,Curveball,4,2,91.65,0.0,0.0,-0.1
5768,623167,4-Seam Fastball,2-Seam Fastball,4,1,106.7,-5.8500000000000085,0.0,0.0
5769,623167,4-Seam Fastball,Slider,31,4,71.725,15.220454545454558,0.1935483870967742,0.07688172043010752
5770,623167,Curveball,Changeup,2,0,,,0.0,-0.17142857142857143
5771,623167,Curveball,4-Seam Fastball,3,0,,,0.0,-0.0375
5772,623167,Curveball,Curveball,1,0,,,0.0,-0.1
5773,623167,Curveball,2-Seam Fastball,0,0,,,,
5774,623167,Curveball,Slider,1,0,,,0.0,-0.11666666666666667
5775,623167,2-Seam Fastball,Changeup,3,1,86.7,1.771428571428558,0.0,-0.17142857142857143
5776,623167,2-Seam Fastball,4-Seam Fastball,0,0,,,,
5777,623167,2-Seam Fastball,Curveball,1,0,,,0.0,-0.1
5778,623167,2-Seam Fastball,2-Seam Fastball,2,0,,,0.0,0.0
5779,623167,2-Seam Fastball,Slider,0,0,,,,
5780,623167,Slider,Changeup,3,0,,,0.0,-0.17142857142857143
5781,623167,Slider,4-Seam Fastball,27,8,95.57500000000002,-5.531000000000034,0.0,-0.0375
5782,623167,Slider,Curveball,1,0,,,1.0,0.9
5783,623167,Slider,2-Seam Fastball,1,1,95.0,5.849999999999994,0.0,0.0
5784,623167,Slider,Slider,12,4,91.975,-5.029545454545442,0.0,-0.11666666666666667
5785,641576,4-Seam Fastball,4-Seam Fastball,1,0,,,0.0,-0.07142857142857142
5786,641576,4-Seam Fastball,Changeup,2,0,,,0.5,0.0
5787,641576,4-Seam Fastball,Curveball,5,1,87.80000000000001,0.9666666666666544,0.2,0.033333333333333354
5788,641576,4-Seam Fastball,Slider,2,0,,,0.0,0.0
5789,641576,4-Seam Fastball,Sinker,0,0,,,,
5790,641576,Changeup,4-Seam Fastball,2,1,42.2,33.68333333333332,0.0,-0.07142857142857142
5791,641576,Changeup,Changeup,0,0,,,,
5792,641576,Changeup,Curveball,0,0,,,,
5793,641576,Changeup,Slider,0,0,,,,
5794,641576,Changeup,Sinker,0,0,,,,
5795,641576,Curveball,4-Seam Fastball,0,0,,,,
5796,641576,Curveball,Changeup,0,0,,,,
